LER Number,Plant Name,Event Date,Report Date,Title/Abstract,Cause Labels,Incident Labels
4142021003.0,Catawba 2,05/25/2021,07/26/2021,Containment Penetration Failure Resulting in Integrated Leak Rate Test Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4142022001.0,Catawba 2,04/23/2022,06/22/2022,Manual Reactor Trip and Auxiliary Feedwater Start due to Misaligned Control Rods,['Unclassified'],['Operational Incidents']
4142022002.0,Catawba 2,10/15/2022,12/06/2022,Indications Identified During Reactor Vessel Head Penetration Embedded Flaw Repair Surface Examination,['Unclassified'],['Unclassified']
4142022003.0,Catawba 2,10/24/2022,12/23/2022,Manual Reactor Trip and Auxiliary Feedwater System Actuation,['Unclassified'],['Operational Incidents']
4162021001.0,Grand Gulf 1,02/22/2021,11/30/2022,Primary Containment Outer Airlock Door Inoperable due to Unacceptable Leak Rate,['Unclassified'],['Environmental and Containment Issues']
4162021002.0,Grand Gulf 1,06/17/2021,08/16/2021,Core Monitoring System Software Modeling Error Resulted in Conditions Prohibited by Technical Specifications,['Human Factors and Errors'],['Unclassified']
4162021003.0,Grand Gulf 1,09/09/2021,11/04/2021,High Pressure Core Spray Declared Inoperable,['Unclassified'],['Unclassified']
4162021004.0,Grand Gulf 1,11/18/2021,01/19/2022,Procedure Inadequacy Resulted in Core Monitoring System Miscalibration and Violation of Technical Specification,['Unclassified'],['Unclassified']
4162021005.0,Grand Gulf 1,12/06/2021,02/02/2022,Oscillation Power Range Monitors (OPRMs) Setpoint Error Causes Technical Specification Noncompliance,['Human Factors and Errors'],['Electrical and Power Issues']
4162022001.0,Grand Gulf 1,06/30/2022,08/29/2022,Manual Reactor Trip due to the Loss of Balance of Plant Transformer 23,['Unclassified'],['Operational Incidents']
4162022002.0,Grand Gulf 1,10/20/2022,12/19/2022,Loss of Secondary Containment During Standby Gas Treatment System Testing due to Boundary Leakage,['Unclassified'],['Environmental and Containment Issues']
4162022003.0,Grand Gulf 1,12/19/2022,02/16/2023,Manual Reactor SCRAM due to a Loss of the Condensate and Feed Water System,['Unclassified'],['Unclassified']
4162023001.0,Grand Gulf 1,06/06/2023,11/30/2023,Valve Closure Test Failure Resulting in Condition Prohibited by Technical Specification,['Unclassified'],['Equipment and Mechanical Failures']
4162023002.0,Grand Gulf 1,12/16/2023,02/13/2024,Reactor Scram due to Generator Stator Fault to Ground,['Unclassified'],['Electrical and Power Issues']
4162024003.0,Grand Gulf 1,04/02/2022,08/26/2024,Feedwater Inlet Check Valve Incorrectly Determined Operable,['Unclassified'],['Equipment and Mechanical Failures']
4232022001.0,Millstone 3,01/26/2022,03/24/2022,Emergency Core Cooling and Reactor Plant Component Cooling Water Systems Inoperable for Time Greater than Allowed by Technical Specifications,['Unclassified'],['Unclassified']
4232022002.0,Millstone 3,04/05/2022,05/31/2022,Two Main Steam Safety Valves Installed in Wrong Location Resulting in Failure to Lift Within the Technical Specification Acceptance Criteria,['Unclassified'],['Equipment and Mechanical Failures']
4232022003.0,Millstone 3,10/06/2022,10/28/2023,Gas Void in the Emergency Core Cooling System Resulted In a Condition Prohibited By Technical Specifications,['Unclassified'],['Unclassified']
4232023001.0,Millstone 3,05/30/2023,07/27/2023,Automatic Reactor Trip due to Main Generator Output Breaker Ground Fault,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
4232023002.0,Millstone 3,09/04/2023,11/30/2023,Auxiliary Feedwater Control Valve Failure Resulting in a Condition Prohibited by Technical Specifications,['Unclassified'],['Equipment and Mechanical Failures']
4232023003.0,Millstone 3,10/11/2023,12/08/2023,RCS Temperature Detector Exceeded Time Response Acceptance Criteria Resulting in a Condition Prohibited by TS,['Unclassified'],['Unclassified']
4232023004.0,Millstone 3,10/20/2023,12/19/2023,Reactor Coolant System Pressure Isolation Valves Operational Leakage Exceeded the Acceptance Criteria Resulting in a Condition Prohibited by Technical Specifications,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4232023005.0,Millstone 3,12/10/2023,02/08/2024,"Oil Leakage From ""C"" RSS Pump Motor Challenged Meeting its Mission Time Resulting in a Condition Prohibited by Technical Specifications",['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4242021001.0,Vogtle 1,09/16/2021,11/15/2021,Unit 1 Train A Safety Injection Pump Inoperability Causes the Unit to Operate in a Condition Prohibited by Technical Specifications,['Unclassified'],['Equipment and Mechanical Failures']
4242022001.0,Vogtle 1,05/03/2022,06/24/2022,Manual Reactor Trip due to Loss of a Main Feed Pump,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
4242023001.0,"Vogtle 1, Vogtle 2",01/03/2023,02/27/2023,Partial Loss of Offsite Power Results in Emergency Diesel Generator and Auxiliary Feedwater Actuation,['Unclassified'],['Electrical and Power Issues']
4242023002.0,Vogtle 1,08/22/2023,10/11/2023,Manual Reactor Trip due to Failure of a Heater Drain Pump and Standby Condensate Pump,['Unclassified'],"['Equipment and Mechanical Failures', 'Operational Incidents']"
4402021001.0,Perry,06/01/2021,06/27/2021,Division 3 EDG Inoperability Resulting in an Operation or Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
4402021002.0,Perry,06/17/2021,08/04/2021,Core Monitoring System Software Modeling Error Results in Conditions Prohibited by Technical Specifications,['Human Factors and Errors'],['Unclassified']
4402022001.0,Perry,06/24/2022,08/17/2022,Low Pressure Core Spray Inoperable due to Loss of Minimum Flow Valve,['Unclassified'],['Equipment and Mechanical Failures']
4402022002.0,Perry,10/07/2022,12/05/2022,Steam Bypass Valve Demand Limited on the 'B' Train due to a Degraded Signal in the Max Combined Flow Limit Circuit,['Unclassified'],['Equipment and Mechanical Failures']
4402023001.0,Perry,01/05/2023,02/22/2023,Manual ECCS Actuation Following Automatic Reactor Trip,['Unclassified'],['Operational Incidents']
4402023002.0,Perry,03/04/2023,04/26/2023,Main Steam Line Leakage Exceeded Technical Specification Limit,['Unclassified'],['Environmental and Containment Issues']
4402023003.0,Perry,08/10/2023,09/28/2023,Plant Trip During Reactor Protection System Power Transfer,['Unclassified'],['Electrical and Power Issues']
4432021001.0,Seabrook,03/25/2021,05/20/2021,Pressurizer Safety Valve Outside of Technical Specification Limits Discovered During As-Found Set Point Testing,['Unclassified'],['Equipment and Mechanical Failures']
4432021002.0,Seabrook,09/17/2021,11/16/2021,Condition Prohibited by Technical Specifications Entered due to Service Water Cooling Tower Fan Inoperable,['Unclassified'],['Unclassified']
4432023001.0,Seabrook,04/12/2023,06/12/2023,Automatic Actuation of ‘B’ Emergency Diesel Generator Emergency Power Sequencer,['Unclassified'],['Electrical and Power Issues']
4432023002.0,Seabrook,05/02/2023,06/30/2023,Automatic Actuation of Emergency Service Water During Testing due to a Defective Relay,['Unclassified'],['Unclassified']
4432023003.0,Seabrook,05/06/2023,06/30/2023,Reactor Protection System Manual Actuation due to Failed Silicon Controlled Rectifiers,['Unclassified'],['Operational Incidents']
4432023004.0,Seabrook,07/30/2023,09/27/2023,Manual Reactor Trip due to Main Turbine Electro-Hydraulic Control Oil Level,['Unclassified'],['Operational Incidents']
4432023005.0,Seabrook,11/07/2023,12/20/2023,Auxiliary Feedwater System Inoperable,['Unclassified'],['Unclassified']
4452022001.0,Comanche Peak 1,09/05/2022,11/03/2022,Reactor Trip due to Turbine Trip Greater Than 50% Power,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
4452023001.0,Comanche Peak 1,06/16/2023,10/12/2023,Automatic Reactor Trip due to Lo-Lo Steam Generator Level,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
4462021001.0,Comanche Peak 2,06/07/2021,02/28/2022,Reactor Trip due to Fault on Main Transformer 2MT1,['Unclassified'],['Operational Incidents']
4542021001.0,Byron 1,09/19/2021,08/31/2022,Pressurizer Safety Valves As-Found Lift Pressure Outside of Tech Spec Limit,['Unclassified'],['Equipment and Mechanical Failures']
4542022001.0,"Byron 1, Byron 2",07/12/2022,09/09/2022,0B Control Room Ventilation Supply Fan Failed to Start due to Erroneous Position Indication from the Closed Limit Switch for Charcoal Deluge Valve Interlock,['Unclassified'],['Equipment and Mechanical Failures']
4542023001.0,"Byron 1, Byron 2",03/16/2023,10/12/2023,0A Control Room Ventilation Inoperable due to Jumpers Left on 0PR031J and 0PR032J,['Unclassified'],['Unclassified']
4552022001.0,Byron 2,04/23/2022,08/31/2023,Byron Station Unit 2 Volumetric Examinations of Reactor Pressure Vessel Head Core Exit Thermocouple Penetration P-75 Identified an Indication Attributed to Primary Water Stress Corrosion Cracking,['Unclassified'],['Unclassified']
4562021001.0,Braidwood 1,04/23/2021,06/21/2021,Train A and B Source Range Neutron Flux Trip Functions Bypassed During Plant Startup,['Unclassified'],['Unclassified']
4562021002.0,Braidwood 1,06/21/2021,08/18/2021,Unit Trip on Generator Load Rejection due to Lightning Strike Within the Unit Switchyard Exceeding the Capabilities of the Switchyard Grounding System,['Unclassified'],['Electrical and Power Issues']
4562022001.0,Braidwood 1,10/07/2022,11/30/2022,"Liquid Penetrant Indications in Control Rod Drive Mechanism Nozzle Seal Weld Repair due to Subsurface Weld 
Defects Opening Up from Thermal and Pressure Stresses during Operation",['Unclassified'],['Unclassified']
4572023001.0,Braidwood 2,09/22/2023,11/17/2023,Unit 2 Train B Auxiliary Feedwater Pump was Inoperable due to Degraded Oil in the Crank Case,['Unclassified'],['Equipment and Mechanical Failures']
4582021001.0,River Bend,03/25/2021,05/20/2021,Manual Reactor Scram due to Loss of Main Condenser Vacuum,['Unclassified'],['Unclassified']
4582021002.0,River Bend,04/02/2021,05/28/2021,Automatic Reactor Scram due to Turbine Control System Communication Fault,['Unclassified'],['Unclassified']
4582021003.0,River Bend,04/08/2021,06/24/2021,Condition Prohibited by Technical Specifications due to Failure to Perform Breaker Functional Test,['Unclassified'],['Equipment and Mechanical Failures']
4582021004.0,River Bend,06/17/2021,08/16/2021,Core Monitoring System Software Modeling Error Resulted in Conditions Prohibited by Technical Specifications,['Human Factors and Errors'],['Unclassified']
4582021005.0,River Bend,10/19/2021,12/16/2021,Potential Loss of Safety Function due to Inoperable Reactor Core Isolation Cooling Steam Flow Transmitter,['Unclassified'],['Environmental and Containment Issues']
4582022001.0,River Bend,03/18/2022,05/17/2022,Condition Prohibited by Technical Specifications due to Residual Heat Removal B Pump Motor Bearing Oil Leak,['Unclassified'],['Equipment and Mechanical Failures']
4582022002.0,River Bend,04/13/2022,06/09/2022,Condition Prohibited by Technical Specifications due to Reactor Scram and Turbine Trip Level 8 Trip Setpoint Deviation,['Unclassified'],['Unclassified']
4582022003.0,River Bend,07/04/2022,09/01/2022,Division 1 Standby Diesel Generator Speed Sensor Power Supply Failure,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues']"
4582022004.0,River Bend,09/19/2022,11/15/2023,High Pressure Core Spray Inoperable due to Transformer Failure,['Unclassified'],['Equipment and Mechanical Failures']
4582023001.0,River Bend,03/24/2023,08/17/2023,Ultimate Heat Sink Inoperable due to Boundary Valve Leakage,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4582023002.0,River Bend,02/12/2023,09/13/2023,Division I and II Diesel Generators Inoperable due to Exceeding Load Sequence Times,['Unclassified'],['Electrical and Power Issues']
4582023003.0,River Bend,07/17/2023,11/15/2023,Drywell Atmosphere Radiation Monitor Particulate and Gaseous Channels Inoperable due to Out of Tolerance Conversion Factors,['Unclassified'],['Unclassified']
4582023004.0,River Bend,11/02/2023,12/28/2023,Drywall Post Accident Radiation Monitor Inoperable due to Unrecognized Surveillance Failure,['Unclassified'],['Equipment and Mechanical Failures']
4582023005.0,River Bend,11/17/2023,06/04/2024,Manual Reactor Scram due to Lowering Feedwater Temperature Following an Automatic Isolation of Feedwater Heater String,['Unclassified'],['Environmental and Containment Issues']
4582023006.0,River Bend,12/13/2023,02/08/2024,Automatic Reactor Scram due to a Turbine Trip Following a Disconnect Failure at Switchyard,['Unclassified'],['Equipment and Mechanical Failures']
4612021001.0,Clinton 1,07/20/2021,08/19/2021,Core Monitoring System Software Modeling Error Results in Condition Prohibited by Technical Specifications,['Human Factors and Errors'],['Unclassified']
4612021002.0,Clinton 1,10/03/2021,11/01/2022,Core Alterations with Source Range Monitor Inoperable Results in Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
4612023001.0,Clinton 1,01/31/2023,03/31/2023,Grid Fault Results in Switchyard Breaker Trips and Reactor Scram,['Unclassified'],['Unclassified']
4822021003.0,Wolf Creek,05/12/2021,07/12/2021,Automatic Reactor Trip due to Low Steam Generator Level,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
4822021004.0,Wolf Creek,08/18/2021,10/18/2021,Low Steam Generator Level due to Main Feedwater Valve Failure Caused Automatic Reactor Trip,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues', 'Operational Incidents']"
4822022001.0,Wolf Creek,07/18/2022,09/14/2022,Low Steam Generator Level due to Main Feedwater Valve Failure Caused Reactor Trip,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues', 'Operational Incidents']"
4832021001.0,Callaway,02/09/2021,04/08/2021,Manual Actuation of Essential Service Water System,['Unclassified'],['Operational Incidents']
4832022001.0,Callaway,01/07/2022,03/07/2022,Reactor Trip During Reactor Trip Breaker Surveillance Testing,['Unclassified'],['Operational Incidents']
4832022002.0,Callaway,06/21/2022,08/18/2022,Containment Spray Recirculation Valve Out of Position Resulted in Condition Prohibited by Technical Specifications and Condition Which Could Have Prevented Fulfillment of a Safety Function,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4832022003.0,Callaway,10/25/2022,07/13/2023,"Class 1E Electrical Air Conditioning System Thermal Expansion Valve Failure Resulted in Condition Prohibited by Technical 
Specifications",['Unclassified'],['Equipment and Mechanical Failures']
4832023001.0,Callaway,10/01/2023,11/29/2023,Inoperable Instrument Tunnel Sump Level Indication Resulted in Condition Prohibited by Technical Specifications,['Unclassified'],['Unclassified']
4982021001.0,South Texas 1,02/15/2021,04/15/2021,"Frozen Common Sensing Line Results in Loss of Two Main Feedwater Pumps Leading to Automatic Reactor Protection and
Auxiliary Feedwater Systems Actuations due to Low Steam Generator Level",['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues']"
4982023001.0,South Texas 1,03/18/2023,07/26/2023,Unit 1 Pressurizer Power Operated Relief Valve Failed to Open,['Unclassified'],"['Equipment and Mechanical Failures', 'Electrical and Power Issues']"
4982023003.0,South Texas 1,11/10/2023,06/19/2024,"Two Essential Chilled Water Trains Inoperable Resulting in a Condition That Could Have Prevented Fulfillment of a Safety 
Function",['Unclassified'],['Unclassified']
4982023004.0,South Texas 1,11/27/2023,04/25/2024,Condition Prohibited by Technical Specifications due to Inoperable Train of Essential Chilled Water,['Unclassified'],['Unclassified']
4992021001.0,South Texas 2,07/01/2021,09/09/2021,Condition Prohibited by Technical Specifications due to Inoperable Containment Isolation Valve,['Unclassified'],"['Equipment and Mechanical Failures', 'Environmental and Containment Issues']"
4992021002.0,South Texas 2,10/15/2021,07/05/2022,"Condition Prohibited by Technical Specifications due to Inoperable Train of Essential Core Cooling System and Containment 
Spray System",['Unclassified'],['Environmental and Containment Issues']
4992022001.0,South Texas 2,01/06/2022,03/03/2022,Automatic Actuation of Emergency Diesel Generator due to Lockout of Switchyard Electrical Bus,['Unclassified'],['Electrical and Power Issues']
4992023001.0,South Texas 2,11/16/2023,01/15/2024,"Two Essential Chilled Water Trains Inoperable Resulting in a Condition That Could Have Prevented Fulfillment of a Safety 
Function",['Unclassified'],['Unclassified']
4992023002.0,South Texas 2,12/02/2023,01/30/2024,Automatic Actuation of Emergency Diesel Generator due to Lockout of Switchyard Electrical Bus,['Unclassified'],['Electrical and Power Issues']
5282021001.0,"Palo Verde 1, Palo Verde 3",10/20/2021,06/03/2022,Unit 1 and Unit 3 Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses,['Unclassified'],['Electrical and Power Issues']
5282022001.0,"Palo Verde 1, Palo Verde 3",08/14/2022,10/11/2022,Units 1 and 3 Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses,['Unclassified'],['Electrical and Power Issues']
5282023001.0,Palo Verde 1,04/08/2023,01/26/2024,Unit 1 Reactor Trip Following a Main Turbine Trip,['Unclassified'],['Operational Incidents']
5282023002.0,Palo Verde 1,10/09/2023,12/08/2023,Reactor Coolant System Degraded Pressure Boundary,['Unclassified'],['Unclassified']
5282023003.0,Palo Verde 1,12/06/2023,02/01/2024,Unit 1 Control Room Essential Filtration Actuation Signal (CREFAS) Actuation with Essential Spray Pond Pump Start,['Unclassified'],['Equipment and Mechanical Failures']
5292021001.0,Palo Verde 2,02/26/2021,04/23/2021,Automatic Actuation of the Reactor Protection System Resulting from a Loss of Reactor Coolant Pumps,['Unclassified'],['Equipment and Mechanical Failures']
5292021002.0,Palo Verde 2,05/19/2021,01/28/2022,Unit 2 Reactor Trip During Plant Protection System Surveillance Testing,['Unclassified'],['Operational Incidents']
5292022001.0,"Palo Verde 2, Palo Verde 3",05/04/2022,07/01/2022,Units 2 and Unit 3 Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses,['Unclassified'],['Electrical and Power Issues']
5292023001.0,Palo Verde 2,06/02/2023,11/09/2023,Unit 2 Automatic Reactor Trip on Low Steam Generator Water Level due to Degraded Feedwater Flow,['Unclassified'],"['Electrical and Power Issues', 'Operational Incidents']"
5302021001.0,Palo Verde 3,12/06/2021,07/14/2022,Unit 3 Reactor Trip During Control Element Assembly Alignment Activities,['Unclassified'],['Operational Incidents']
